,ARTIST,Rank,TITLE,Year,ARTIST_Full
3955,John Sebastian,58,Welcome Back,1976.0,John Sebastian
3956,"Earth, Wind and Fire",59,Sing A Song,1976.0,"Earth, Wind and Fire"
3957,Tavares,60,Heaven Must Be Missing An Angel,1976.0,Tavares
3958,Brothers Johnson,61,I’ll Be Good To You,1976.0,Brothers Johnson
3959,Captain and Tennille,62,Shop Around,1976.0,Captain and Tennille
3960,Bay City Rollers,63,Saturday Night,1976.0,Bay City Rollers
3961,Elton John,64,Island Girl,1976.0,Elton John
3962,Staple Singers,65,Let’s Do It Again,1976.0,Staple Singers
3963,Wings,66,Let ‘Em In,1976.0,Wings
3964,Wing and A Prayer Fife and Drum Corps,67,Baby Face,1976.0,Wing and A Prayer Fife and Drum Corps
3965,George Benson,68,This Masquerade,1976.0,George Benson
3966,Electric Light Orchestra,69,Evil Woman,1976.0,Electric Light Orchestra
3967,Silver,70,Wham Bam,1976.0,Silver
3968,Keith Carradine,71,I’m Easy,1976.0,Keith Carradine
3969,Harold Melvin and The Bluenotes,72,Wake Up Everybody (Pt. 1),1976.0,Harold Melvin and The Bluenotes
3970,War,73,Summer,1976.0,War
3971,John Travolta,74,Let Her In,1976.0,John Travolta
3972,Sweet,75,Fox On The Run,1976.0,Sweet
3973,Fleetwood Mac,76,Rhiannon (Will You Ever Win),1976.0,Fleetwood Mac
3974,Beatles,77,Got To Get You Into My Life,1976.0,Beatles
3975,Bee Gees,78,Fanny (Be Tender With My Love),1976.0,Bee Gees
3976,"Earth, Wind and Fire",79,Getaway,1976.0,"Earth, Wind and Fire"
3977,Daryl Hall and John Oates,80,She’s Gone,1976.0,Daryl Hall and John Oates
3978,Beach Boys,81,Rock And Roll Music,1976.0,Beach Boys
3979,Orleans,82,Still The One,1976.0,Orleans
3980,Queen,83,You’re My Best Friend,1976.0,Queen
3981,Jefferson Starship,84,With Your Love,1976.0,Jefferson Starship
3982,Foghat,85,Slow Ride,1976.0,Foghat
3983,Ohio Players,86,Who’d She Coo,1976.0,Ohio Players
3984,David Ruffin,87,Walk Away From Love,1976.0,David Ruffin
3985,Peter Frampton,88,"Baby, I Love Your Way",1976.0,Peter Frampton
3986,Candi Staton,89,Young Hearts Run Free,1976.0,Candi Staton
3987,Neil Sedaka,90,Breaking Up’s Hard To Do,1976.0,Neil Sedaka
3988,Bay City Rollers,91,Money Honey,1976.0,Bay City Rollers
3989,Parliament,92,Tear The Roof Off The Sucker,1976.0,Parliament
3990,Larry Groce,93,Junk Food Junkie,1976.0,Larry Groce
3991,Barry Manilow,94,Tryin’ To Get The Feeling Again,1976.0,Barry Manilow
3992,Kiss,95,Rock And Roll All Nite,1976.0,Kiss
3993,Rick Dees,96,Disco Duck,1976.0,Rick Dees
3994,Thin Lizzy,97,The Boys Are Back In Town,1976.0,Thin Lizzy
3995,Steve Miller Band,98,Take The Money And Run,1976.0,Steve Miller Band
3996,Who,99,Squeeze Box,1976.0,Who
3997,Glen Campbell,100,Country Boy (You Got Your Feet In L.A.),1976.0,Glen Campbell
3998,Captain and Tennille,1,Love Will Keep Us Together,1975.0,Captain and Tennille
3999,Glen Campbell,2,Rhinestone Cowboy,1975.0,Glen Campbell
4000,Elton John,3,Philadelphia Freedom,1975.0,Elton John
4001,Freddy Fender,4,Before The Next Teardrop Falls,1975.0,Freddy Fender
4002,Frankie Valli,5,My Eyes Adored You,1975.0,Frankie Valli
4003,"Earth, Wind and Fire",6,Shining Star,1975.0,"Earth, Wind and Fire"
4004,David Bowie,7,Fame,1975.0,David Bowie
4005,Neil Sedaka,8,Laughter In The Rain,1975.0,Neil Sedaka
4006,Eagles,9,One Of These Nights,1975.0,Eagles
4007,John Denver,10,Thank God I’m A Country Boy,1975.0,John Denver
4008,Bee Gees,11,Jive Talkin’,1975.0,Bee Gees
4009,Eagles,12,Best Of My Love,1975.0,Eagles
4010,Minnie Riperton,13,Lovin’ You,1975.0,Minnie Riperton
4011,Carl Douglas,14,Kung Fu Fighting,1975.0,Carl Douglas
4012,Doobie Brothers,15,Black Water,1975.0,Doobie Brothers
4013,Sweet,16,Ballroom Blitz,1975.0,Sweet
4014,B.J. Thomas,17,(Hey Wont You Play) Another Somebody Done Somebody Wrong Song,1975.0,B.J. Thomas
4015,Tony Orlando and Dawn,18,He Don’t Love You (Like I Love You),1975.0,Tony Orlando and Dawn
4016,Janis Ian,19,At Seventeen,1975.0,Janis Ian
4017,Average White Band,20,Pick Up The Pieces,1975.0,Average White Band
4018,Van McCoy and The Soul City Symphony,21,The Hustle,1975.0,Van McCoy and The Soul City Symphony
4019,Labelle,22,Lady Marmalade,1975.0,Labelle
4020,War,23,Why Can’t We Be Friends?,1975.0,War
4021,Major Harris,24,Love Wont Let Me Wait,1975.0,Major Harris
4022,Stevie Wonder,25,Boogie On Reggae Woman,1975.0,Stevie Wonder
4023,Freddy Fender,26,Wasted Days And Wasted Nights,1975.0,Freddy Fender
4024,Isley Brothers,27,"Fight The Power, Pt. 1",1975.0,Isley Brothers
4025,Helen Reddy,28,Angie Baby,1975.0,Helen Reddy
4026,Ozark Mountain Daredevil,29,Jackie Blue,1975.0,Ozark Mountain Daredevil
4027,Ohio Players,30,Fire,1975.0,Ohio Players
4028,Pilot,31,Magic,1975.0,Pilot
4029,Carpenters,32,Please Mr. Postman,1975.0,Carpenters
4030,America,33,Sister Golden Hair,1975.0,America
4031,Elton John,34,Lucy In The Sky With Diamonds,1975.0,Elton John
4032,Barry Manilow,35,Mandy,1975.0,Barry Manilow
4033,Olivia Newton-John,36,Have You Never Been Mellow,1975.0,Olivia Newton-John
4034,Barry Manilow,37,Could It Be Magic,1975.0,Barry Manilow
4035,Harry Chapin,38,Cat’s In The Cradle,1975.0,Harry Chapin
4036,Michael Murphy,39,Wildfire,1975.0,Michael Murphy
4037,Jessi Colter,40,I’m Not Lisa,1975.0,Jessi Colter
4038,Wings,41,Listen To What The Man Said,1975.0,Wings
4039,10cc,42,I’m Not In Love,1975.0,10cc
4040,Billy Swan,43,I Can Help,1975.0,Billy Swan
4041,"Hamilton, Joe Frank and Reynolds",44,Fallin’ In Love,1975.0,"Hamilton, Joe Frank and Reynolds"
4042,Morris Albert,45,Feelings,1975.0,Morris Albert
4043,Sammy Johns,46,Chevy Van,1975.0,Sammy Johns
4044,Linda Ronstadt,47,When Will I Be Loved,1975.0,Linda Ronstadt
4045,Barry White,48,"You’re The First, The Last, My Everthing",1975.0,Barry White
4046,Olivia Newton-John,49,Please Mr Please,1975.0,Olivia Newton-John
4047,Linda Ronstadt,50,You’re No Good,1975.0,Linda Ronstadt
4048,Bazuka,51,Dynomite,1975.0,Bazuka
4049,Blackbyrds,52,Walking In Rhythm,1975.0,Blackbyrds
4050,Gladys Knight and The Pips,53,The Way We Were / Try To Remember,1975.0,Gladys Knight and The Pips
4051,Melissa Manchester,54,Midnight Blue,1975.0,Melissa Manchester
4052,Sugarloaf,55,"Don’t Call Us, We’ll Call You",1975.0,Sugarloaf
4053,Phoebe Snow,56,Poetry Man,1975.0,Phoebe Snow
4054,Ace,57,How Long,1975.0,Ace
4055,B.T. Express,58,Express,1975.0,B.T. Express
4056,"Earth, Wind and Fire",59,That’s The Way Of The World,1975.0,"Earth, Wind and Fire"
4057,Styx,60,Lady,1975.0,Styx
4058,Grand Funk,61,Bad Time,1975.0,Grand Funk
4059,Alice Cooper,62,Only Women Bleed,1975.0,Alice Cooper
4060,Carol Douglas,63,Doctor’s Orders,1975.0,Carol Douglas
4061,K.C. and The Sunshine Band,64,Get Down Tonight,1975.0,K.C. and The Sunshine Band
4062,Joe Cocker,65,You Are So Beautiful / It’s A Sin When You Love Somebody,1975.0,Joe Cocker
4063,Paul Anka and Odia Coates,66,One Man Woman-One Woman Man,1975.0,Paul Anka and Odia Coates
4064,Bad Company,67,Feel Like Makin’ Love,1975.0,Bad Company
4065,James Taylor,68,How Sweet It Is,1975.0,James Taylor
4066,Orleans,69,Dance With Me,1975.0,Orleans
4067,Average White Band,70,Cut The Cake,1975.0,Average White Band
4068,Gloria Gaynor,71,Never Can Say Goodbye,1975.0,Gloria Gaynor
4069,Paul Anka,72,I Don’t Like To Sleep Alone,1975.0,Paul Anka
4070,Donny and Marie Osmond,73,Morning Side Of The Mountain,1975.0,Donny and Marie Osmond
4071,Grand Funk,74,Some Kind Of Wonderful,1975.0,Grand Funk
4072,Three Degrees,75,When Will I See You Again,1975.0,Three Degrees
4073,Joe Simon,76,"Get Down, Get Down (Get On The Floor)",1975.0,Joe Simon
4074,John Denver,77,I’m Sorry / Calypso,1975.0,John Denver
4075,Queen,78,Killer Queen,1975.0,Queen
4076,Eddie Kendricks,79,Shoeshine Boy,1975.0,Eddie Kendricks
4077,B.T. Express,80,Do It (Til You’re Satisfied),1975.0,B.T. Express
4078,Electric Light Orchestra,81,Can’t Get It Out Of My Head,1975.0,Electric Light Orchestra
4079,Al Green,82,Sha-La-La (Make Me Happy),1975.0,Al Green
4080,America,83,Lonely People,1975.0,America
4081,Rufus,84,You Got The Love,1975.0,Rufus
4082,Mike Post,85,The Rockford Files,1975.0,Mike Post
4083,Tavares,86,It Only Takes A Minute,1975.0,Tavares
4084,Ringo Starr,87,No No Song / Snookeroo,1975.0,Ringo Starr
4085,Paul McCartney and Wings,88,Junior’s Farm / Sally G,1975.0,Paul McCartney and Wings
4086,Jethro Tull,89,Bungle In The Jungle,1975.0,Jethro Tull
4087,Leo Sayer,90,Long Tall Glasses (I Can Dance),1975.0,Leo Sayer
4088,Elton John,91,Someone Saved My Life Tonight,1975.0,Elton John
4089,Ray Stevens,92,Misty,1975.0,Ray Stevens
4090,Neil Sedaka,93,Bad Blood,1975.0,Neil Sedaka
4091,Carpenters,94,Only Yesterday,1975.0,Carpenters
4092,Dwight Twilley Band,95,I’m On Fire,1975.0,Dwight Twilley Band
4093,Ringo Starr,96,Only You,1975.0,Ringo Starr
4094,Amazing Rhythm Aces,97,Third Rate Romance,1975.0,Amazing Rhythm Aces
4095,Bachman-Turner Overdrive,98,You Aint Seen Nothin’ Yet / Free Wheelin’,1975.0,Bachman-Turner Overdrive
4096,Frankie Valli,99,Swearin’ To God,1975.0,Frankie Valli
4097,Disco Tex and The Sex-O-lettes,100,Get Dancin’,1975.0,Disco Tex and The Sex-O-lettes
4098,Barbra Streisand,1,The Way We Were,1974.0,Barbra Streisand
4099,Terry Jacks,2,Seasons In The Sun,1974.0,Terry Jacks
4100,Love Unlimited Orchestra,3,Love’s Theme,1974.0,Love Unlimited Orchestra
4101,Redbone,4,Come And Get Your Love,1974.0,Redbone
4102,Jackson 5,5,Dancing Machine,1974.0,Jackson 5
4103,Grand Funk Railroad,6,The Loco-Motion,1974.0,Grand Funk Railroad
4104,MFSB,7,TSOP,1974.0,MFSB
4105,Ray Stevens,8,The Streak,1974.0,Ray Stevens
4106,Elton John,9,Bennie And The Jets,1974.0,Elton John
4107,Mac Davis,10,One Hell Of A Woman,1974.0,Mac Davis
4108,Aretha Franklin,11,Until You Come Back To Me (That’s What I’m Gonna Do),1974.0,Aretha Franklin
4109,Kool and The Gang,12,Jungle Boogie,1974.0,Kool and The Gang
4110,Maria Muldaur,13,Midnight At The Oasis,1974.0,Maria Muldaur
4111,Stylistics,14,You Make Me Feel Brand New,1974.0,Stylistics
4112,Al Wilson,15,Show And Tell,1974.0,Al Wilson
4113,Jim Stafford,16,Spiders And Snakes,1974.0,Jim Stafford
4114,David Essex,17,Rock On,1974.0,David Essex
4115,John Denver,18,Sunshine On My Shoulder,1974.0,John Denver
4116,Blue Magic,19,Sideshow,1974.0,Blue Magic
4117,Blue Swede,20,Hooked On A Feeling,1974.0,Blue Swede
4118,Bo Donaldson and The Heywoods,21,Billy Don’t Be A Hero,1974.0,Bo Donaldson and The Heywoods
4119,Paul McCartney and Wings,22,Band On The Run,1974.0,Paul McCartney and Wings
4120,Charlie Rich,23,The Most Beautiful Girl,1974.0,Charlie Rich
4121,Jim Croce,24,Time In A Bottle,1974.0,Jim Croce
4122,John Denver,25,Annie’s Song,1974.0,John Denver
4123,Olivia Newton-John,26,Let Me Be There,1974.0,Olivia Newton-John
4124,Gordon Lightfoot,27,Sundown,1974.0,Gordon Lightfoot
4125,Paul Anka,28,(You’re) Having My Baby,1974.0,Paul Anka
4126,Andy Kim,29,Rock Me Gently,1974.0,Andy Kim
4127,Eddie Kendricks,30,Boogie Down,1974.0,Eddie Kendricks
4128,Ringo Starr,31,You’re Sixteen,1974.0,Ringo Starr
4129,Olivia Newton-John,32,If You Love Me (Let Me Know),1974.0,Olivia Newton-John
4130,Cher,33,Dark Lady,1974.0,Cher
4131,Gladys Knight and The Pips,34,Best Thing That Ever Happened To Me,1974.0,Gladys Knight and The Pips
4132,Roberta Flack,35,Feel Like Makin’ Love,1974.0,Roberta Flack
4133,Main Ingredient,36,Just Don’t Want To Be Lonely,1974.0,Main Ingredient
4134,Billy Preston,37,Nothing From Nothing,1974.0,Billy Preston
4135,George McCrae,38,Rock Your Baby,1974.0,George McCrae
4136,Carpenters,39,Top Of The World,1974.0,Carpenters
4137,Steve Miller Band,40,The Joker,1974.0,Steve Miller Band
4138,Gladys Knight and The Pips,41,I’ve Got To Use My Imagination,1974.0,Gladys Knight and The Pips
4139,Three Dog Night,42,The Show Must Go On,1974.0,Three Dog Night
4140,Hues Corporation,43,Rock The Boat,1974.0,Hues Corporation
4141,Brownsville Station,44,Smokin’ In The Boy’s Room,1974.0,Brownsville Station
4142,Stevie Wonder,45,Living For The City,1974.0,Stevie Wonder
4143,Paper Lace,46,The Night Chicago Died,1974.0,Paper Lace
4144,Dionne Warwick and The Spinners,47,Then Came You,1974.0,Dionne Warwick and The Spinners
4145,Marvin Hamlisch,48,The Entertainer,1974.0,Marvin Hamlisch
4146,ABBA,49,Waterloo,1974.0,ABBA
4147,Hollies,50,The Air That I Breathe,1974.0,Hollies
4148,Steely Dan,51,Rikki Don’t Lose That Number,1974.0,Steely Dan
4149,Carly Simon,52,Mockingbird,1974.0,Carly Simon
4150,Joni Mitchell,53,Help Me,1974.0,Joni Mitchell
4151,Anne Murray,54,You Won’t See Me,1974.0,Anne Murray
4152,Barry White,55,"Never, Never Gonna Give You Up",1974.0,Barry White
4153,Rufus,56,Tell Me Something Good,1974.0,Rufus
4154,Helen Reddy,57,You And Me Against The World,1974.0,Helen Reddy
4155,Righteous Brothers,58,Rock And Roll Heaven,1974.0,Righteous Brothers
4156,Kool and The Gang,59,Hollywood Swinging,1974.0,Kool and The Gang
4157,William Devaughn,60,Be Thankful For What You Got,1974.0,William Devaughn
4158,Johnny Bristol,61,Hang On In There Baby,1974.0,Johnny Bristol
4159,Mocedades,62,Eres Tú (Touch The Wind),1974.0,Mocedades
4160,Bachman-Turner Overdrive,63,Takin’ Care Of Business,1974.0,Bachman-Turner Overdrive
4161,Golden Earring,64,Radar Love,1974.0,Golden Earring
4162,Dave Loggins,65,Please Come To Boston,1974.0,Dave Loggins
4163,Wet Willie,66,Keep On Smilin’,1974.0,Wet Willie
4164,Bobby Womack,67,Lookin’ For A Love,1974.0,Bobby Womack
4165,O’Jays,68,Put Your Hands Together,1974.0,O’Jays
4166,Gladys Knight and The Pips,69,On And On,1974.0,Gladys Knight and The Pips
4167,Cat Stevens,70,Oh Very Young,1974.0,Cat Stevens
4168,Helen Reddy,71,Leave Me Alone (Ruby Red Dress),1974.0,Helen Reddy
4169,Elton John,72,Goodbye Yellow Brick Road,1974.0,Elton John
4170,Chicago,73,I’ve Been Searchin’ So Long,1974.0,Chicago
4171,Ringo Starr,74,Oh My My,1974.0,Ringo Starr
4172,O’Jays,75,For The Love Of Money,1974.0,O’Jays
4173,Eric Clapton,76,I Shot The Sheriff,1974.0,Eric Clapton
4174,Paul McCartney and Wings,77,Jet,1974.0,Paul McCartney and Wings
4175,Elton John,78,Don’t Let The Sun Go Down On Me,1974.0,Elton John
4176,Mike Oldfield,79,Tubular Bells,1974.0,Mike Oldfield
4177,Anne Murray,80,A Love Song,1974.0,Anne Murray
4178,Donny and Marie Osmond,81,I’m Leaving It All Up To You,1974.0,Donny and Marie Osmond
4179,Todd Rundgren,82,"Hello, It’s Me",1974.0,Todd Rundgren
4180,Tom T. Hall,83,I Love,1974.0,Tom T. Hall
4181,Guess Who,84,Clap For The Wolfman,1974.0,Guess Who
4182,Jim Croce,85,I’ll Have To Say I Love You In A Song,1974.0,Jim Croce
4183,Sister Janet Mead,86,The Lord’s Prayer,1974.0,Sister Janet Mead
4184,Lamont Dozier,87,Trying To Hold On To My Woman,1974.0,Lamont Dozier
4185,Stevie Wonder,88,Don’t You Worry ‘Bout A Thing,1974.0,Stevie Wonder
4186,Charlie Rich,89,A Very Special Love Song,1974.0,Charlie Rich
4187,Jim Stafford,90,My Girl Bill,1974.0,Jim Stafford
4188,Diana Ross and Marvin Gaye,91,My Mistake Was To Love You,1974.0,Diana Ross and Marvin Gaye
4189,Paul McCartney and Wings,92,Helen Wheels,1974.0,Paul McCartney and Wings
4190,Jim Stafford,93,Wildwood Weed,1974.0,Jim Stafford
4191,First Class,94,Beach Baby,1974.0,First Class
4192,War,95,Me And Baby Brother,1974.0,War
4193,Stylistics,96,Rockin’ Roll Baby,1974.0,Stylistics
4194,Olivia Newton-John,97,I Honestly Love You,1974.0,Olivia Newton-John
4195,Chicago,98,Call On Me,1974.0,Chicago
4196,Fancy,99,Wild Thing,1974.0,Fancy
4197,Spinners,100,"Mighty Love, Pt. 1",1974.0,Spinners
4198,Tony Orlando and Dawn,1,Tie A Yellow Ribbon ‘Round The Ole Oak Tree,1973.0,Tony Orlando and Dawn
4199,Jim Croce,2,Bad Bad Leroy Brown,1973.0,Jim Croce
4200,Roberta Flack,3,Killing Me Softly With His Song,1973.0,Roberta Flack
4201,Marvin Gaye,4,Let’s Get It On,1973.0,Marvin Gaye
4202,Paul McCartney and Wings,5,My Love,1973.0,Paul McCartney and Wings
4203,Kris Kristofferson,6,Why Me,1973.0,Kris Kristofferson
4204,Elton John,7,Crocodile Rock,1973.0,Elton John
4205,Billy Preston,8,Will It Go Round In Circles,1973.0,Billy Preston
4206,Carly Simon,9,You’re So Vain,1973.0,Carly Simon
4207,Diana Ross,10,Touch Me In The Morning,1973.0,Diana Ross
4208,Vicki Lawrence,11,The Night The Lights Went Out In Georgia,1973.0,Vicki Lawrence
4209,Clint Holmes,12,Playground In My Mind,1973.0,Clint Holmes
4210,Stories,13,Brother Louie,1973.0,Stories
4211,Helen Reddy,14,Delta Dawn,1973.0,Helen Reddy
4212,Billy Paul,15,Me And Mrs. Jones,1973.0,Billy Paul
4213,Edgar Winter Group,16,Frankenstein,1973.0,Edgar Winter Group
4214,Dobie Gray,17,Drift Away,1973.0,Dobie Gray
4215,Sweet,18,Little Willy,1973.0,Sweet
4216,Stevie Wonder,19,You Are The Sunshine Of My Life,1973.0,Stevie Wonder
4217,Cher,20,Half Breed,1973.0,Cher
4218,Isley Bros.,21,That Lady,1973.0,Isley Bros.
4219,Sylvia,22,Pillow Talk,1973.0,Sylvia
4220,Grand Funk Railroad,23,We’re An American Band,1973.0,Grand Funk Railroad
4221,Dr. John,24,"Right Place, Wrong Time",1973.0,Dr. John
4222,Skylark,25,Wildflower,1973.0,Skylark
4223,Stevie Wonder,26,Superstition,1973.0,Stevie Wonder
4224,Paul Simon,27,Loves Me Like A Rock,1973.0,Paul Simon
4225,Maureen McGovern,28,The Morning After,1973.0,Maureen McGovern
4226,John Denver,29,Rocky Mountain High,1973.0,John Denver
4227,Stealers Wheel,30,Stuck In The Middle With You,1973.0,Stealers Wheel
4228,Three Dog Night,31,Shambala,1973.0,Three Dog Night
4229,O’Jays,32,Love Train,1973.0,O’Jays
4230,Barry White,33,I’m Gonna Love You Just A Little More,1973.0,Barry White
4231,Tony Orlando and Dawn,34,"Say, Has Anybody Seen My Sweet Gypsy Rose",1973.0,Tony Orlando and Dawn
4232,Eddie Kendricks,35,Keep On Truckin’ (Pt. 1),1973.0,Eddie Kendricks
4233,King Harvest,36,Dancing In The Moonlight,1973.0,King Harvest
4234,Anne Murray,37,Danny’s Song,1973.0,Anne Murray
4235,Bobby “Boris” Pickett and The Crypt Kickers,38,Monster Mash,1973.0,Bobby “Boris” Pickett and The Crypt Kickers
4236,Bloodstone,39,Natural High,1973.0,Bloodstone
4237,Seals and Crofts,40,Diamond Girl,1973.0,Seals and Crofts
4238,Doobie Brothers,41,Long Train Running,1973.0,Doobie Brothers
4239,George Harrison,42,Give Me Love (Give Me Peace On Earth),1973.0,George Harrison
4240,Sly and The Family Stone,43,If You Want Me To Stay,1973.0,Sly and The Family Stone
4241,Jermaine Jackson,44,Daddy’s Home,1973.0,Jermaine Jackson
4242,Gladys Knight and The Pips,45,Neither One Of Us (Wants To Be The First To Say Goodbye),1973.0,Gladys Knight and The Pips
4243,New York City,46,I’m Doing Fine Now,1973.0,New York City
4244,Spinners,47,Could It Be I’m Falling In Love,1973.0,Spinners
4245,Elton John,48,Daniel,1973.0,Elton John
4246,Gladys Knight and The Pips,49,Midnight Train To Georgia,1973.0,Gladys Knight and The Pips
4247,Deep Purple,50,Smoke On The Water,1973.0,Deep Purple
4248,Dr. Hook and The Medicine Show,51,The Cover Of Rolling Stone,1973.0,Dr. Hook and The Medicine Show
4249,Charlie Rich,52,Behind Closed Doors,1973.0,Charlie Rich
4250,Loggins and Messina,53,Your Mama Don’t Dance,1973.0,Loggins and Messina
4251,Chicago,54,Feelin’ Stronger Every Day,1973.0,Chicago
4252,War,55,The Cisco Kid,1973.0,War
4253,Wings,56,Live And Let Die,1973.0,Wings
4254,Hurricane Smith,57,"Oh, Babe, What Would You Say?",1973.0,Hurricane Smith
4255,Johnnie Taylor,58,I Believe In You,1973.0,Johnnie Taylor
4256,Carpenters,59,Sing,1973.0,Carpenters
4257,Four Tops,60,Ain’t No Woman (Like The One I Got),1973.0,Four Tops
4258,Eric Weissberg and Steve Mandel,61,Dueling Banjos,1973.0,Eric Weissberg and Steve Mandel
4259,Stevie Wonder,62,Higher Ground,1973.0,Stevie Wonder
4260,Al Green,63,Here I Am (Come And Take Me),1973.0,Al Green
4261,B.W. Stevenson,64,My Maria,1973.0,B.W. Stevenson
4262,Curtis Mayfield,65,Superfly,1973.0,Curtis Mayfield
4263,Gilbert O’Sullivan,66,Get Down,1973.0,Gilbert O’Sullivan
4264,Edward Bear,67,Last Song,1973.0,Edward Bear
4265,Steely Dan,68,Reelin’ In The Years,1973.0,Steely Dan
4266,Focus,69,Hocus Pocus,1973.0,Focus
4267,Carpenters,70,Yesterday Once More,1973.0,Carpenters
4268,Bette Midler,71,Boogie Woogie Bugle Boy,1973.0,Bette Midler
4269,Gilbert O’Sullivan,72,Clair,1973.0,Gilbert O’Sullivan
4270,Steely Dan,73,Do It Again,1973.0,Steely Dan
4271,Paul Simon,74,Kodachrome,1973.0,Paul Simon
4272,Timmy Thomas,75,Why Can’t We Live Together,1973.0,Timmy Thomas
4273,Tower Of Power,76,So Very Hard To Go,1973.0,Tower Of Power
4274,Bette Midler,77,Do You Want To Dance?,1973.0,Bette Midler
4275,Johnny Rivers,78,Rockin’ Pneumonia And The Boogie Woogie Flu,1973.0,Johnny Rivers
4276,Allman Brothers,79,Ramblin’ Man,1973.0,Allman Brothers
4277,Temptations,80,Masterpiece,1973.0,Temptations
4278,Helen Reddy,81,Peaceful,1973.0,Helen Reddy
4279,Spinners,82,One Of A Kind (Love Affair),1973.0,Spinners
4280,Donna Fargo,83,Funny Face,1973.0,Donna Fargo
4281,Ohio Players,84,Funky Worm,1973.0,Ohio Players
4282,Rolling Stones,85,Angie,1973.0,Rolling Stones
4283,Blue Ridge Rangers,86,Jambalaya (On The Bayou),1973.0,Blue Ridge Rangers
4284,Lobo,87,Don’t Expect Me To Be Your Friend,1973.0,Lobo
4285,Stylistics,88,Break Up To Make Up,1973.0,Stylistics
4286,Jud Strunk,89,Daisy A Day,1973.0,Jud Strunk
4287,Deodato,90,Also Sprach Zarathustra (2001),1973.0,Deodato
4288,Johnny Nash,91,Stir It Up,1973.0,Johnny Nash
4289,Pink Floyd,92,Money,1973.0,Pink Floyd
4290,War,93,Gypsy Man,1973.0,War
